,lat,lon,Ca_r,Cf_r,An_r,rms
367,76.262162,230.748483,0.78391,0.84801,0.52132,23.97
368,76.262323,230.750633,0.78391,0.84801,0.52132,16.77
369,76.26248199999999,230.748516,0.78391,0.84801,0.52132,21.6
370,76.26264,230.74639900000005,0.78391,0.84801,0.52132,27.89
371,76.262455,230.748871,0.78391,0.84801,0.52132,25.12
372,76.262617,230.75102,0.77927,0.8387399999999999,0.52055,16.51
373,76.262775,230.748903,0.78391,0.84801,0.52132,35.06
374,76.26293299999999,230.746786,0.78391,0.84801,0.52132,28.28
375,76.262748,230.749261,0.78391,0.84801,0.52132,33.76
376,76.262909,230.751408,0.77927,0.8387399999999999,0.52055,16.7
377,76.263068,230.749293,0.78391,0.84801,0.52132,34.19
378,76.263226,230.747177,0.78545,0.8534200000000001,0.52595,30.45
379,76.263041,230.74964900000003,0.77927,0.8387399999999999,0.52055,32.27
380,76.263202,230.751797,0.77927,0.8387399999999999,0.52055,18.07
381,76.263361,230.749682,0.77927,0.8387399999999999,0.52055,23.07
382,76.26351899999999,230.747567,0.78545,0.8534200000000001,0.52595,25.86
383,76.263334,230.750039,0.77927,0.8387399999999999,0.52055,23.69
384,76.263494,230.75219500000003,0.77927,0.8387399999999999,0.52055,20.76
385,76.263653,230.750077,0.7700100000000001,0.85496,0.53522,14.97
386,76.263812,230.747959,0.7700100000000001,0.85496,0.53522,25.82
387,76.263627,230.750428,0.7700100000000001,0.85496,0.53522,15.41
388,76.263786,230.752598,0.77927,0.8387399999999999,0.52055,15.27
389,76.26394499999999,230.750479,0.7700100000000001,0.85496,0.53522,15.16
390,76.264104,230.74836,0.7700100000000001,0.85496,0.53522,23.35
391,76.26392,230.750818,0.7700100000000001,0.85496,0.53522,15.63
392,76.264078,230.752997,0.7700100000000001,0.85496,0.53522,5.54
393,76.264237,230.750879,0.7700100000000001,0.85496,0.53522,18.84
394,76.26439599999999,230.748761,0.7700100000000001,0.85496,0.53522,17.66
395,76.264212,230.751208,0.7700100000000001,0.85496,0.53522,18.32
396,76.26437,230.753396,0.7700100000000001,0.85496,0.53522,11.16
397,76.26452900000001,230.751278,0.7700100000000001,0.85496,0.53522,21.51
398,76.264688,230.74916,0.7700100000000001,0.85496,0.53522,17.33
399,76.264505,230.75159900000003,0.7700100000000001,0.85496,0.53522,18.37
400,76.264662,230.75379300000003,0.7700100000000001,0.85496,0.53522,12.98
401,76.264821,230.751676,0.7700100000000001,0.85496,0.53522,17.06
402,76.264981,230.749558,0.7700100000000001,0.85496,0.53522,21.03
403,76.264798,230.751989,0.7700100000000001,0.85496,0.53522,16.6
404,76.264954,230.754192,0.7700100000000001,0.85496,0.53522,15.34
405,76.265113,230.752075,0.7700100000000001,0.85496,0.53522,15.61
406,76.265272,230.749957,0.7700100000000001,0.85496,0.53522,30.24
407,76.26509,230.75238,0.7700100000000001,0.85496,0.53522,19.78
408,76.26524599999999,230.754588,0.7700100000000001,0.85496,0.53522,13.58
409,76.265406,230.752473,0.7700100000000001,0.85496,0.53522,17.8
410,76.26556500000001,230.750358,0.7700100000000001,0.85496,0.53522,34.96
